tenant_id,item_id,vendor_id,current_stock,min_required,max_capacity,avg_usage_per_day,restock_lead_time,days_until_stockout,stock_status,needs_reorder,inventory_date
T003,4,1,4001,21,5808,123,26,32.52845528455285,Safe,False,2024-11-19
T003,1,1,2011,513,1469,36,6,55.861111111111114,Safe,False,2024-11-20
T003,3,2,2519,143,4695,373,14,6.753351206434316,Warning,False,2024-11-21
T003,2,1,3169,936,5517,252,12,12.575396825396826,Safe,False,2024-11-22
T003,3,1,3266,196,2163,301,23,10.850498338870432,Warning,False,2024-11-23
T003,1,2,1839,590,3726,37,11,49.7027027027027,Safe,False,2024-11-24
T003,1,3,1858,325,1063,117,8,15.88034188034188,Safe,False,2024-11-25
T003,1,1,183,554,835,311,1,0.5884244372990354,Critical,True,2024-11-26
T003,1,1,411,815,2831,426,25,0.9647887323943662,Critical,True,2024-11-27
T003,2,2,1715,181,2680,258,17,6.647286821705427,Warning,False,2024-11-28
T003,3,3,1086,647,3930,383,28,2.835509138381201,Warning,False,2024-11-29
T003,2,1,916,326,2651,303,24,3.0231023102310233,Warning,False,2024-11-30
T003,4,1,1061,567,2789,343,25,3.0932944606413995,Warning,False,2024-12-01
T003,3,2,3427,295,2985,287,29,11.940766550522648,Warning,False,2024-12-02
T003,4,3,2859,260,4363,299,25,9.561872909698996,Warning,False,2024-12-03
T003,4,3,2938,165,5600,324,26,9.067901234567902,Warning,False,2024-12-04
T003,4,3,3092,753,2058,295,21,10.48135593220339,Warning,False,2024-12-05
T003,1,3,4141,805,1872,93,15,44.526881720430104,Safe,False,2024-12-06
T003,3,2,870,39,4578,423,1,2.0567375886524824,Safe,False,2024-12-07
T003,5,2,1085,136,5626,426,15,2.5469483568075115,Warning,False,2024-12-08
T003,3,1,3931,82,1409,265,4,14.833962264150943,Safe,False,2024-12-09
T003,1,1,2237,85,1729,270,23,8.285185185185185,Warning,False,2024-12-10
T003,3,2,4213,107,4741,400,16,10.5325,Warning,False,2024-12-11
T003,1,3,1311,216,978,148,9,8.858108108108109,Warning,False,2024-12-12
T003,3,1,3244,560,2310,145,4,22.372413793103448,Safe,False,2024-12-13
T003,3,1,1023,277,1252,297,5,3.4444444444444446,Warning,False,2024-12-14
T003,4,3,1454,468,5750,218,21,6.669724770642202,Warning,False,2024-12-15
T003,2,1,1457,768,527,230,15,6.334782608695652,Warning,False,2024-12-16
T003,3,2,2952,867,892,440,29,6.709090909090909,Warning,False,2024-12-17
T003,5,2,199,42,4319,361,5,0.5512465373961218,Warning,False,2024-12-18
T003,2,1,3257,700,5827,378,28,8.616402116402117,Warning,False,2024-12-19
T003,5,2,1945,50,715,223,18,8.721973094170403,Warning,False,2024-12-20
T003,3,1,4173,208,3379,349,28,11.95702005730659,Warning,False,2024-12-21
T003,1,1,2393,296,3730,36,20,66.47222222222223,Safe,False,2024-12-22
T003,3,2,1467,672,3408,380,25,3.860526315789474,Warning,False,2024-12-23
T003,4,2,292,133,4482,234,25,1.2478632478632479,Warning,False,2024-12-24
T003,1,2,3486,597,3745,382,4,9.12565445026178,Safe,False,2024-12-25
T003,5,1,2051,301,4856,53,19,38.698113207547166,Safe,False,2024-12-26
T003,3,2,3812,478,5480,436,2,8.743119266055047,Safe,False,2024-12-27
T003,3,3,3340,974,5246,117,13,28.54700854700855,Safe,False,2024-12-28
T003,1,1,1219,585,5992,4,21,304.75,Safe,False,2024-12-29
T003,3,1,3510,782,563,11,8,319.09090909090907,Safe,False,2024-12-30
T003,2,3,3331,699,4870,349,23,9.544412607449857,Warning,False,2024-12-31
T003,5,3,957,894,4056,100,13,9.57,Warning,False,2025-01-01
T003,3,1,2336,167,2748,169,25,13.822485207100591,Warning,False,2025-01-02
T003,3,3,3269,713,4715,127,16,25.74015748031496,Safe,False,2025-01-03
T003,1,2,586,839,2862,318,1,1.8427672955974843,Critical,True,2025-01-04
T003,4,2,3231,613,4285,382,2,8.458115183246074,Safe,False,2025-01-05
T003,5,1,3556,633,3969,276,14,12.884057971014492,Warning,False,2025-01-06
T003,2,1,1323,221,5265,231,2,5.7272727272727275,Safe,False,2025-01-07
T003,2,2,207,370,3138,50,4,4.14,Critical,True,2025-01-08
T003,1,1,1017,100,577,50,8,20.34,Safe,False,2025-01-09
T003,2,2,2369,548,4514,101,25,23.455445544554454,Warning,False,2025-01-10
T003,4,3,3720,595,5296,310,5,12.0,Safe,False,2025-01-11
T003,3,3,1186,956,1088,180,7,6.588888888888889,Warning,False,2025-01-12
T003,5,3,1203,233,5849,169,28,7.118343195266272,Warning,False,2025-01-13
T003,3,1,2152,872,4241,290,27,7.4206896551724135,Warning,False,2025-01-14
T003,1,3,1190,795,4671,435,3,2.735632183908046,Warning,False,2025-01-15
T003,3,2,2305,721,2525,243,14,9.48559670781893,Warning,False,2025-01-16
T003,4,2,1774,834,2405,397,7,4.468513853904282,Warning,False,2025-01-17
T003,2,2,454,813,2444,28,16,16.214285714285715,Critical,True,2025-01-18
T003,5,2,1912,211,4399,308,26,6.207792207792208,Warning,False,2025-01-19
T003,4,2,1887,742,5268,74,17,25.5,Safe,False,2025-01-20
T003,1,3,1853,825,992,137,17,13.525547445255475,Warning,False,2025-01-21
T003,5,2,118,58,5874,378,19,0.31216931216931215,Warning,False,2025-01-22
T003,3,3,680,385,4292,376,10,1.8085106382978724,Warning,False,2025-01-23
T003,1,2,2750,977,5606,352,26,7.8125,Warning,False,2025-01-24
T003,3,1,174,639,4192,22,1,7.909090909090909,Critical,True,2025-01-25
T003,4,3,1349,589,1638,32,16,42.15625,Safe,False,2025-01-26
T003,4,1,2009,645,4607,94,22,21.372340425531913,Warning,False,2025-01-27
T003,1,3,3622,721,2819,398,17,9.100502512562814,Warning,False,2025-01-28
T003,2,3,1635,328,5901,323,11,5.061919504643963,Warning,False,2025-01-29
T003,1,1,3860,978,5385,412,5,9.368932038834952,Safe,False,2025-01-30
T003,2,2,1993,303,2698,138,8,14.442028985507246,Safe,False,2025-01-31
T003,1,2,3083,15,1262,200,24,15.415,Warning,False,2025-02-01
T003,1,2,88,619,2383,5,18,17.6,Critical,True,2025-02-02
T003,5,2,1161,65,4704,217,9,5.350230414746544,Warning,False,2025-02-03
T003,2,3,2761,486,5052,390,7,7.079487179487179,Safe,False,2025-02-04
T003,2,2,59,440,1359,369,14,0.15989159891598917,Critical,True,2025-02-05
T003,4,3,898,48,5072,408,6,2.200980392156863,Warning,False,2025-02-06
T003,3,3,3256,571,3291,215,18,15.144186046511628,Warning,False,2025-02-07
T003,4,3,4140,274,4699,35,6,118.28571428571429,Safe,False,2025-02-08
T003,2,1,219,644,599,346,5,0.6329479768786127,Critical,True,2025-02-09
T003,5,1,2341,203,4989,284,3,8.242957746478874,Safe,False,2025-02-10
T003,2,2,1941,332,1386,186,23,10.435483870967742,Warning,False,2025-02-11
T003,3,3,1865,72,1320,67,29,27.83582089552239,Warning,False,2025-02-12
T003,3,2,2020,26,3871,206,27,9.805825242718447,Warning,False,2025-02-13
T003,1,1,1246,199,3397,446,18,2.7937219730941703,Warning,False,2025-02-14
T003,5,1,4230,204,2318,392,28,10.790816326530612,Warning,False,2025-02-15
T003,4,1,1644,277,1962,26,2,63.23076923076923,Safe,False,2025-02-16
T003,5,3,1057,425,1855,360,28,2.936111111111111,Warning,False,2025-02-17
T003,1,1,1629,404,3520,176,8,9.255681818181818,Safe,False,2025-02-18
T003,2,1,129,30,2817,33,14,3.909090909090909,Warning,False,2025-02-19
T003,3,2,1426,110,1468,122,26,11.688524590163935,Warning,False,2025-02-20
T003,2,2,1875,792,732,419,6,4.4749403341288785,Warning,False,2025-02-21
T003,2,2,813,642,3717,144,5,5.645833333333333,Safe,False,2025-02-22
T003,1,2,120,62,5790,155,27,0.7741935483870968,Warning,False,2025-02-23
T003,4,1,1607,465,3872,38,18,42.28947368421053,Safe,False,2025-02-24
T003,2,1,4020,679,3798,418,16,9.617224880382775,Warning,False,2025-02-25
T003,3,3,1272,911,2239,256,22,4.96875,Warning,False,2025-02-26
T003,3,1,2523,280,3403,345,8,7.3130434782608695,Warning,False,2025-02-27
T003,4,2,975,636,5434,165,9,5.909090909090909,Warning,False,2025-02-28
T003,4,3,1640,760,4130,278,19,5.899280575539568,Warning,False,2025-03-01
T003,1,3,3643,985,543,107,21,34.046728971962615,Safe,False,2025-03-02
T003,5,1,2416,829,1077,154,26,15.688311688311689,Warning,False,2025-03-03
T003,3,1,1104,42,3522,224,8,4.928571428571429,Warning,False,2025-03-04
T003,2,3,3357,417,4953,374,3,8.975935828877006,Safe,False,2025-03-05
T003,1,3,4134,771,2669,78,9,53.0,Safe,False,2025-03-06
T003,4,3,3102,869,5795,52,19,59.65384615384615,Safe,False,2025-03-07
T003,2,1,916,784,3744,449,18,2.0400890868596884,Warning,False,2025-03-08
T003,5,2,1501,723,3325,22,9,68.22727272727273,Safe,False,2025-03-09
T003,4,3,3367,130,1015,112,8,30.0625,Safe,False,2025-03-10
T003,5,1,2062,75,1917,292,2,7.061643835616438,Safe,False,2025-03-11
T003,5,3,2876,85,4719,58,4,49.58620689655172,Safe,False,2025-03-12
T003,3,1,511,865,3055,362,27,1.4116022099447514,Critical,True,2025-03-13
T003,3,1,327,518,5654,179,22,1.8268156424581006,Critical,True,2025-03-14
T003,5,1,3374,720,4050,62,16,54.41935483870968,Safe,False,2025-03-15
T003,3,1,3341,818,5914,184,25,18.157608695652176,Warning,False,2025-03-16
T003,4,3,605,710,2754,433,18,1.3972286374133949,Critical,True,2025-03-17
T003,5,2,1097,46,3410,188,20,5.835106382978723,Warning,False,2025-03-18
T003,5,3,720,918,4006,348,26,2.0689655172413794,Critical,True,2025-03-19
T003,1,3,1573,941,641,183,2,8.595628415300547,Safe,False,2025-03-20
T003,1,2,2989,72,1355,382,11,7.824607329842932,Warning,False,2025-03-21
T003,1,1,2542,463,1305,150,19,16.946666666666665,Warning,False,2025-03-22
T003,1,2,2524,840,4433,395,8,6.389873417721519,Warning,False,2025-03-23
T003,2,3,3267,452,4321,228,12,14.328947368421053,Safe,False,2025-03-24
T003,1,1,259,598,3918,94,6,2.75531914893617,Critical,True,2025-03-25
T003,4,3,1177,540,582,223,27,5.278026905829597,Warning,False,2025-03-26
T003,2,1,1357,394,4554,116,9,11.698275862068966,Safe,False,2025-03-27
T003,4,3,1468,11,5114,239,6,6.142259414225942,Safe,False,2025-03-28
T003,1,1,3571,734,2110,68,20,52.51470588235294,Safe,False,2025-03-29
T003,5,3,388,727,3061,386,3,1.005181347150259,Critical,True,2025-03-30
T003,2,1,1216,612,4029,48,22,25.333333333333332,Safe,False,2025-03-31
T003,5,2,1412,122,4772,189,5,7.470899470899471,Safe,False,2025-04-01
T003,4,3,1665,117,754,321,25,5.186915887850467,Warning,False,2025-04-02
T003,4,2,3653,159,5767,326,2,11.205521472392638,Safe,False,2025-04-03
T003,2,1,2940,600,3381,158,1,18.60759493670886,Safe,False,2025-04-04
T003,4,1,2778,279,2535,178,25,15.606741573033707,Warning,False,2025-04-05
T003,2,2,3578,77,2264,441,14,8.113378684807257,Warning,False,2025-04-06
T003,4,1,1373,883,1431,44,16,31.204545454545453,Safe,False,2025-04-07
T003,5,1,2587,411,2813,381,25,6.79002624671916,Warning,False,2025-04-08
T003,3,1,3947,271,5341,33,5,119.60606060606061,Safe,False,2025-04-09
T003,1,2,2091,36,513,350,1,5.974285714285714,Safe,False,2025-04-10
T003,1,3,3612,713,5033,227,5,15.911894273127754,Safe,False,2025-04-11
T003,3,3,2881,421,5580,448,29,6.430803571428571,Warning,False,2025-04-12
T003,3,3,308,759,1278,184,19,1.673913043478261,Critical,True,2025-04-13
T003,2,1,1158,947,4717,36,24,32.166666666666664,Safe,False,2025-04-14
T003,4,1,360,535,1823,200,21,1.8,Critical,True,2025-04-15
T003,5,2,751,823,4185,212,5,3.542452830188679,Critical,True,2025-04-16
T003,1,2,1805,442,4764,172,6,10.494186046511627,Safe,False,2025-04-17
T003,3,2,3480,578,1768,157,15,22.1656050955414,Safe,False,2025-04-18
T003,3,2,2565,68,5379,414,23,6.195652173913044,Warning,False,2025-04-19
T003,3,1,3649,27,1538,269,16,13.565055762081784,Warning,False,2025-04-20
T003,4,2,848,224,3017,145,20,5.848275862068966,Warning,False,2025-04-21
T003,5,2,2171,873,500,347,13,6.256484149855908,Warning,False,2025-04-22
T003,3,2,3563,995,5911,213,8,16.727699530516432,Safe,False,2025-04-23
T003,5,3,3554,230,3970,158,1,22.49367088607595,Safe,False,2025-04-24
T003,1,1,1961,215,2298,147,26,13.34013605442177,Warning,False,2025-04-25
T003,2,2,1041,401,1100,269,21,3.869888475836431,Warning,False,2025-04-26
T003,2,1,1835,292,4074,269,21,6.821561338289963,Warning,False,2025-04-27
T003,1,2,1067,283,5623,328,27,3.2530487804878048,Warning,False,2025-04-28
T003,2,3,3970,718,1848,183,6,21.693989071038253,Safe,False,2025-04-29
T003,3,3,3954,565,1625,384,11,10.296875,Warning,False,2025-04-30
T003,4,1,1877,441,2447,228,25,8.232456140350877,Warning,False,2025-05-01
T003,2,2,620,744,5222,210,12,2.9523809523809526,Critical,True,2025-05-02
T003,1,3,1112,135,2525,42,22,26.476190476190474,Safe,False,2025-05-03
T003,4,2,1658,358,925,439,29,3.776765375854214,Warning,False,2025-05-04
T003,1,2,2581,515,5377,418,7,6.1746411483253585,Warning,False,2025-05-05
T003,3,3,547,850,1637,99,2,5.525252525252525,Critical,True,2025-05-06
T003,1,3,1306,708,2949,197,21,6.629441624365482,Warning,False,2025-05-07
T003,3,3,128,805,862,95,14,1.3473684210526315,Critical,True,2025-05-08
T003,2,1,2103,16,1470,37,16,56.83783783783784,Safe,False,2025-05-09
T003,4,1,3680,913,4919,98,16,37.55102040816327,Safe,False,2025-05-10
T003,5,1,1812,703,5903,332,12,5.457831325301205,Warning,False,2025-05-11
T003,4,1,881,897,4528,303,22,2.907590759075908,Critical,True,2025-05-12
T003,5,3,487,514,5251,385,4,1.264935064935065,Critical,True,2025-05-13
T003,2,3,2310,36,1246,314,10,7.356687898089172,Warning,False,2025-05-14
T003,1,3,2772,645,4262,404,23,6.861386138613861,Warning,False,2025-05-15
T003,3,2,2089,725,840,58,25,36.01724137931034,Safe,False,2025-05-16
T003,3,3,3414,815,1064,40,24,85.35,Safe,False,2025-05-17
T003,3,3,2804,103,2445,344,5,8.151162790697674,Safe,False,2025-05-18
T003,2,3,3480,443,4768,118,29,29.491525423728813,Safe,False,2025-05-19
T003,2,3,3478,542,4677,21,27,165.61904761904762,Safe,False,2025-05-20
T003,5,3,4022,487,1145,343,24,11.725947521865889,Warning,False,2025-05-21
T003,4,1,2772,897,1211,368,25,7.532608695652174,Warning,False,2025-05-22
T003,4,1,4131,450,4851,386,18,10.702072538860104,Warning,False,2025-05-23
T003,1,3,3045,967,3921,306,21,9.950980392156863,Warning,False,2025-05-24
T003,5,2,2423,449,606,201,6,12.054726368159203,Safe,False,2025-05-25
T003,2,2,2096,742,1254,416,22,5.038461538461538,Warning,False,2025-05-26
T003,2,2,1357,161,2127,353,15,3.8441926345609065,Warning,False,2025-05-27
T003,3,2,697,707,5780,191,20,3.649214659685864,Critical,True,2025-05-28
T003,5,3,1233,659,1437,205,9,6.014634146341463,Warning,False,2025-05-29
T003,5,2,106,650,3782,279,4,0.37992831541218636,Critical,True,2025-05-30
T003,2,1,1714,624,5009,287,6,5.97212543554007,Warning,False,2025-05-31
T003,5,2,2697,413,4582,373,4,7.230563002680965,Safe,False,2025-06-01
T003,3,2,3450,465,5984,192,21,17.96875,Warning,False,2025-06-02
T003,3,2,3519,60,3197,8,7,439.875,Safe,False,2025-06-03
T003,2,2,3200,560,4650,413,2,7.74818401937046,Safe,False,2025-06-04
T003,2,1,2014,973,3452,268,26,7.514925373134329,Warning,False,2025-06-05
T003,5,2,3339,774,2709,377,10,8.856763925729442,Warning,False,2025-06-06
T003,5,1,3745,424,1029,158,13,23.70253164556962,Safe,False,2025-06-07
T003,4,2,820,559,5093,401,24,2.0448877805486285,Warning,False,2025-06-08
T003,5,1,4028,962,2979,184,23,21.891304347826086,Warning,False,2025-06-09
T003,5,3,2776,904,4100,229,6,12.12227074235808,Safe,False,2025-06-10
T003,1,1,2108,655,3634,181,3,11.646408839779005,Safe,False,2025-06-11
T003,2,1,607,69,5435,106,26,5.726415094339623,Warning,False,2025-06-12
T003,5,2,1140,986,4594,281,28,4.056939501779359,Warning,False,2025-06-13
T003,1,1,170,484,1610,423,15,0.40189125295508277,Critical,True,2025-06-14
T003,5,1,3140,455,3055,220,20,14.272727272727273,Warning,False,2025-06-15
T003,2,1,1099,809,1789,62,6,17.725806451612904,Safe,False,2025-06-16
T003,4,2,4070,976,4514,274,27,14.854014598540147,Warning,False,2025-06-17
T003,3,3,1392,355,5248,7,25,198.85714285714286,Safe,False,2025-06-18
T003,2,3,2076,213,5708,224,29,9.267857142857142,Warning,False,2025-06-19
T003,2,2,2563,667,1897,282,29,9.088652482269504,Warning,False,2025-06-20
T003,1,3,2136,41,2954,77,4,27.74025974025974,Safe,False,2025-06-21
T003,1,2,684,681,3105,78,16,8.76923076923077,Warning,False,2025-06-22
T003,1,2,3216,94,2325,294,2,10.938775510204081,Safe,False,2025-06-23
T003,4,1,3194,100,1202,18,26,177.44444444444446,Safe,False,2025-06-24
T003,1,2,1166,49,3385,155,23,7.52258064516129,Warning,False,2025-06-25
T003,2,3,2408,767,5233,294,11,8.19047619047619,Warning,False,2025-06-26
T003,1,2,306,188,5696,318,8,0.9622641509433962,Warning,False,2025-06-27
T003,5,1,2288,596,1181,322,9,7.105590062111801,Warning,False,2025-06-28
T003,5,1,3326,304,2944,309,18,10.763754045307444,Warning,False,2025-06-29
T003,3,3,298,590,4281,326,26,0.9141104294478528,Critical,True,2025-06-30
T003,5,3,1718,389,2269,250,8,6.872,Warning,False,2025-07-01
T003,3,3,1181,561,3237,220,20,5.368181818181818,Warning,False,2025-07-02
T003,5,1,1712,137,4405,126,8,13.587301587301587,Safe,False,2025-07-03
T003,4,2,1044,217,2942,155,10,6.735483870967742,Warning,False,2025-07-04
T003,3,2,3191,23,4794,61,21,52.31147540983606,Safe,False,2025-07-05
T003,5,1,2318,173,2655,202,2,11.475247524752476,Safe,False,2025-07-06
T003,3,2,4062,496,5318,373,18,10.890080428954423,Warning,False,2025-07-07
T003,3,2,396,901,5223,365,25,1.084931506849315,Critical,True,2025-07-08
T003,5,2,1591,405,5050,189,29,8.417989417989418,Warning,False,2025-07-09
T003,2,1,2932,369,3482,293,11,10.006825938566553,Warning,False,2025-07-10
T003,1,2,3606,341,5310,216,13,16.694444444444443,Safe,False,2025-07-11
T003,3,3,1509,832,4339,428,16,3.5257009345794392,Warning,False,2025-07-12
T003,3,1,479,430,4955,232,3,2.064655172413793,Warning,False,2025-07-13
T003,3,1,3080,92,2332,146,1,21.095890410958905,Safe,False,2025-07-14
T003,1,2,2094,213,540,382,25,5.481675392670157,Warning,False,2025-07-15
T003,3,3,2754,701,4690,328,22,8.396341463414634,Warning,False,2025-07-16
T003,3,1,2186,172,4591,94,6,23.25531914893617,Safe,False,2025-07-17
T003,5,2,926,964,2646,225,20,4.115555555555556,Critical,True,2025-07-18
T003,2,1,1085,90,5167,155,1,7.0,Safe,False,2025-07-19
T003,4,1,3231,550,3149,47,18,68.74468085106383,Safe,False,2025-07-20
T003,4,1,133,403,2447,437,24,0.30434782608695654,Critical,True,2025-07-21
T003,1,3,3742,879,1196,316,15,11.841772151898734,Warning,False,2025-07-22
T003,4,3,1417,18,5550,420,21,3.373809523809524,Warning,False,2025-07-23
T003,2,3,2812,155,1811,395,27,7.118987341772152,Warning,False,2025-07-24
T003,4,3,2664,762,3364,418,5,6.373205741626794,Safe,False,2025-07-25
T003,2,3,409,246,2674,228,5,1.793859649122807,Warning,False,2025-07-26
T003,2,3,714,230,4983,277,13,2.577617328519856,Warning,False,2025-07-27
T003,5,2,3840,675,4916,387,13,9.922480620155039,Warning,False,2025-07-28
T003,4,3,1758,360,5099,210,5,8.371428571428572,Safe,False,2025-07-29
T003,3,3,3342,133,2203,315,16,10.60952380952381,Warning,False,2025-07-30
T003,1,1,2929,111,5632,120,6,24.408333333333335,Safe,False,2025-07-31
T003,3,1,3410,709,3400,166,23,20.542168674698797,Warning,False,2025-08-01
T003,4,3,748,389,4031,390,25,1.917948717948718,Warning,False,2025-08-02
T003,4,3,3337,69,4966,339,14,9.843657817109145,Warning,False,2025-08-03
T003,3,1,3377,196,5539,442,21,7.64027149321267,Warning,False,2025-08-04
T003,5,1,1930,284,4909,364,21,5.302197802197802,Warning,False,2025-08-05
T003,4,1,655,534,2697,246,27,2.66260162601626,Warning,False,2025-08-06
T003,5,1,1987,907,4448,49,29,40.55102040816327,Safe,False,2025-08-07
T003,1,1,211,293,1024,423,8,0.4988179669030733,Critical,True,2025-08-08
T003,4,1,265,532,1157,176,15,1.5056818181818181,Critical,True,2025-08-09
T003,3,1,3021,973,2147,364,24,8.29945054945055,Warning,False,2025-08-10
T003,5,2,3590,967,2997,445,21,8.067415730337078,Warning,False,2025-08-11
T003,1,3,2117,794,1817,397,6,5.332493702770781,Warning,False,2025-08-12
T003,2,3,441,293,1291,368,8,1.1983695652173914,Warning,False,2025-08-13
T003,1,1,1622,646,5505,270,5,6.007407407407407,Safe,False,2025-08-14
T003,5,3,1052,784,636,307,16,3.42671009771987,Warning,False,2025-08-15
T003,4,1,284,522,2758,214,10,1.3271028037383177,Critical,True,2025-08-16
T003,4,2,867,17,4353,173,6,5.011560693641618,Warning,False,2025-08-17
T003,2,2,1350,675,3962,14,26,96.42857142857143,Safe,False,2025-08-18
T003,5,3,2141,77,911,319,2,6.7115987460815045,Safe,False,2025-08-19
T003,4,2,1537,837,3737,253,21,6.075098814229249,Warning,False,2025-08-20
T003,4,1,3484,770,919,310,1,11.238709677419354,Safe,False,2025-08-21
T003,5,2,1351,382,4238,325,2,4.156923076923077,Safe,False,2025-08-22
T003,1,1,137,521,1472,83,20,1.6506024096385543,Critical,True,2025-08-23
T003,3,3,1555,430,2849,286,10,5.437062937062937,Warning,False,2025-08-24
T003,1,1,4029,438,4420,119,3,33.857142857142854,Safe,False,2025-08-25
T003,5,3,4219,735,3886,364,17,11.590659340659341,Warning,False,2025-08-26
T003,1,3,1726,635,3314,127,24,13.590551181102363,Warning,False,2025-08-27
T003,4,1,2200,768,1246,104,27,21.153846153846153,Warning,False,2025-08-28
T003,5,3,3548,521,1468,271,19,13.092250922509225,Warning,False,2025-08-29
T003,4,3,1595,210,3012,298,26,5.352348993288591,Warning,False,2025-08-30
T003,4,2,305,633,3817,355,27,0.8591549295774648,Critical,True,2025-08-31
T003,4,2,3329,176,3441,173,11,19.24277456647399,Safe,False,2025-09-01
T003,1,1,2967,948,5566,429,17,6.916083916083916,Warning,False,2025-09-02
T003,3,1,3346,686,2435,337,18,9.928783382789318,Warning,False,2025-09-03
T003,2,3,3692,78,986,158,9,23.367088607594937,Safe,False,2025-09-04
T003,3,2,150,101,5452,202,29,0.7425742574257426,Warning,False,2025-09-05
T003,2,3,188,791,3380,425,18,0.4423529411764706,Critical,True,2025-09-06
T003,5,1,983,663,4558,358,27,2.7458100558659218,Warning,False,2025-09-07
T003,3,1,3577,947,3464,63,18,56.77777777777778,Safe,False,2025-09-08
T003,2,2,2825,338,5603,157,6,17.993630573248407,Safe,False,2025-09-09
T003,4,3,1099,656,3747,440,10,2.4977272727272726,Warning,False,2025-09-10
T003,5,2,4152,360,2994,122,7,34.032786885245905,Safe,False,2025-09-11
T003,3,1,2518,150,4949,268,13,9.395522388059701,Warning,False,2025-09-12
T003,1,1,3665,620,3596,100,7,36.65,Safe,False,2025-09-13
T003,5,2,3295,909,3270,361,16,9.12742382271468,Warning,False,2025-09-14
T003,4,2,2978,242,5948,161,25,18.496894409937887,Warning,False,2025-09-15
T003,4,3,3280,538,3771,266,2,12.330827067669173,Safe,False,2025-09-16
T003,4,2,3358,271,797,32,15,104.9375,Safe,False,2025-09-17
T003,2,3,3341,562,1847,327,6,10.217125382262997,Safe,False,2025-09-18
T003,3,1,2085,449,3699,256,10,8.14453125,Warning,False,2025-09-19
T003,5,2,1996,935,4203,106,6,18.830188679245282,Safe,False,2025-09-20
T003,3,2,2416,703,4831,74,7,32.648648648648646,Safe,False,2025-09-21
T003,3,3,280,288,5644,34,12,8.235294117647058,Critical,True,2025-09-22
T003,2,3,1017,367,4168,2,26,508.5,Safe,False,2025-09-23
T003,2,3,3368,545,4002,419,17,8.0381861575179,Warning,False,2025-09-24
T003,4,1,3124,261,5140,258,20,12.108527131782946,Warning,False,2025-09-25
T003,3,2,2855,900,5398,32,27,89.21875,Safe,False,2025-09-26
T003,2,2,4228,942,1360,336,24,12.583333333333334,Warning,False,2025-09-27
T003,4,3,735,757,728,4,19,183.75,Critical,True,2025-09-28
T003,5,1,1470,197,5446,376,26,3.9095744680851063,Warning,False,2025-09-29
T003,2,2,2298,44,1579,155,17,14.825806451612904,Warning,False,2025-09-30
T003,2,1,1760,976,3095,311,10,5.659163987138264,Warning,False,2025-10-01
T003,5,3,731,400,855,2,11,365.5,Safe,False,2025-10-02
T003,5,3,478,354,5849,320,10,1.49375,Warning,False,2025-10-03
T003,2,1,2550,598,2903,397,10,6.423173803526448,Warning,False,2025-10-04
T003,5,1,4147,27,5410,275,8,15.08,Safe,False,2025-10-05
T003,5,1,2711,617,591,94,27,28.840425531914892,Safe,False,2025-10-06
T003,4,1,3768,570,2610,267,24,14.112359550561798,Warning,False,2025-10-07
T003,2,1,2461,815,997,75,23,32.81333333333333,Safe,False,2025-10-08
T003,5,1,1731,10,2799,38,11,45.55263157894737,Safe,False,2025-10-09
T003,4,3,3522,468,3138,280,12,12.57857142857143,Safe,False,2025-10-10
T003,2,1,1136,635,5470,423,8,2.685579196217494,Warning,False,2025-10-11
T003,2,1,3722,886,4647,158,28,23.556962025316455,Warning,False,2025-10-12
T003,2,2,3066,14,1402,84,1,36.5,Safe,False,2025-10-13
T003,5,3,3751,617,3227,346,23,10.841040462427745,Warning,False,2025-10-14
T003,5,3,2940,966,3040,405,1,7.2592592592592595,Safe,False,2025-10-15
T003,3,3,2483,649,800,268,3,9.264925373134329,Safe,False,2025-10-16
T003,4,1,1167,532,2366,266,23,4.387218045112782,Warning,False,2025-10-17
T003,3,1,3976,807,3281,357,16,11.137254901960784,Warning,False,2025-10-18
T003,4,1,3928,875,1346,187,9,21.005347593582886,Safe,False,2025-10-19
T003,1,1,477,883,1652,372,16,1.282258064516129,Critical,True,2025-10-20
T003,3,2,2320,250,3828,254,25,9.133858267716535,Warning,False,2025-10-21
T003,2,1,3754,535,2408,227,23,16.537444933920703,Warning,False,2025-10-22
T003,1,1,272,285,2617,219,20,1.2420091324200913,Critical,True,2025-10-23
T003,1,2,1851,51,5293,49,15,37.775510204081634,Safe,False,2025-10-24
T003,1,1,422,214,1810,424,3,0.9952830188679245,Warning,False,2025-10-25
T003,4,1,3841,438,3334,173,4,22.202312138728324,Safe,False,2025-10-26
T003,5,2,79,61,5214,313,2,0.2523961661341853,Warning,False,2025-10-27
T003,5,1,3272,117,516,70,11,46.74285714285714,Safe,False,2025-10-28
T003,1,1,2238,154,2411,146,5,15.32876712328767,Safe,False,2025-10-29
T003,5,1,2898,514,3909,417,1,6.9496402877697845,Safe,False,2025-10-30
T003,2,3,2491,764,5823,337,25,7.3916913946587535,Warning,False,2025-10-31
T003,5,1,2454,943,2557,354,19,6.932203389830509,Warning,False,2025-11-01
T003,4,1,3899,536,2429,177,7,22.028248587570623,Safe,False,2025-11-02
T003,1,1,2276,686,1600,42,24,54.19047619047619,Safe,False,2025-11-03
T003,3,3,892,124,2228,107,13,8.336448598130842,Warning,False,2025-11-04
T003,2,2,3448,142,5851,308,16,11.194805194805195,Warning,False,2025-11-05
