Date,Expense_Category,Amount,Description,tenant_id,nama_rs,kelas_rs,expense_level
2025-10-02,Staffing,24651.73,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-03,Supplies,34041.96,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-04,Supplies,8992.8,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-10-05,Equipment,36913.16,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-10-06,Staffing,8420.61,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-10-07,Equipment,38522.59,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-10-08,Supplies,50371.84,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-10-09,Supplies,13113.4,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-10-10,Supplies,18519.01,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-11,Staffing,12282.64,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-10-12,Supplies,4428.39,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-10-13,Equipment,16042.61,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-14,Equipment,28293.5,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-15,Staffing,15190.21,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-16,Supplies,45666.92,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-10-17,Supplies,1246.42,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-10-18,Supplies,33128.34,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-19,Equipment,12207.91,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-10-20,Staffing,33877.24,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-21,Equipment,47049.97,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-10-22,Supplies,22416.16,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-23,Staffing,26690.24,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-24,Equipment,53443.74,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-10-25,Supplies,22050.86,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-26,Staffing,33874.87,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-27,Equipment,17789.97,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-28,Supplies,43852.92,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-10-29,Staffing,23160.41,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-10-30,Equipment,46725.95,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-10-31,Supplies,30000.09,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-01,Staffing,5677.87,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-11-02,Supplies,18346.91,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-03,Supplies,14469.96,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-11-04,Staffing,35943.42,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-11-05,Supplies,45841.66,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-11-06,Staffing,53133.8,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-11-07,Staffing,49529.28,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-11-08,Staffing,26975.8,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-09,Equipment,20847.96,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-10,Supplies,20451.51,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-11,Supplies,52975.45,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-11-12,Supplies,37191.64,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-11-13,Staffing,22068.36,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-14,Staffing,37594.6,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-11-15,Staffing,15691.21,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-16,Equipment,20273.65,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-17,Equipment,38364.83,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-11-18,Supplies,14929.29,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-11-19,Supplies,14457.51,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-11-20,Staffing,10165.72,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-11-21,Supplies,22809.32,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-22,Staffing,24652.86,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-23,Supplies,52727.92,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-11-24,Staffing,15375.95,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-25,Supplies,3358.56,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-11-26,Equipment,28135.69,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-27,Supplies,6250.33,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-11-28,Supplies,16081.81,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-29,Equipment,31888.05,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-11-30,Equipment,13867.45,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-12-01,Supplies,22597.07,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-02,Equipment,51255.18,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-12-03,Equipment,4372.7,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-12-04,Equipment,24678.39,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-05,Staffing,35565.22,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-12-06,Staffing,32507.29,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-07,Equipment,36696.55,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-12-08,Staffing,3566.5,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-12-09,Equipment,14561.99,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-12-10,Supplies,2896.27,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-12-11,Supplies,36540.82,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-12-12,Supplies,23777.35,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-13,Supplies,32525.2,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-14,Supplies,26427.04,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-15,Equipment,53130.46,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-12-16,Equipment,8433.79,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-12-17,Supplies,30215.8,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-18,Equipment,24523.03,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-19,Supplies,24463.89,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-20,Staffing,5785.11,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-12-21,Equipment,30593.27,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-22,Supplies,41759.38,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-12-23,Supplies,36544.86,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-12-24,Equipment,13607.76,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-12-25,Supplies,12876.17,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-12-26,Equipment,46759.09,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-12-27,Staffing,49311.35,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-12-28,Equipment,46306.98,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-12-29,Equipment,4054.89,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-12-30,Staffing,15736.88,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-12-31,Staffing,21641.52,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-01,Staffing,6146.58,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2026-01-02,Supplies,24898.62,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-03,Staffing,26566.99,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-04,Equipment,23300.26,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-05,Supplies,46585.32,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-01-06,Supplies,27454.03,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-07,Staffing,41384.88,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-01-08,Staffing,40060.26,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-01-09,Staffing,13271.64,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2026-01-10,Supplies,32735.41,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-11,Staffing,3978.84,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2026-01-12,Staffing,27983.95,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-13,Staffing,7457.85,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2026-01-14,Staffing,1221.3,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2026-01-15,Staffing,21512.79,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-16,Supplies,53013.62,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-01-17,Supplies,37939.92,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-01-18,Equipment,19935.12,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-19,Equipment,39592.21,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-01-20,Equipment,31242.79,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-21,Supplies,36660.52,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-01-22,Staffing,7473.04,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2026-01-23,Staffing,26435.17,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-24,Staffing,43598.65,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-01-25,Equipment,21789.5,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-26,Supplies,52598.29,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-01-27,Equipment,33362.68,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-28,Equipment,51874.7,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-01-29,Equipment,31881.94,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-01-30,Staffing,12431.1,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2026-01-31,Staffing,15189.12,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-02-01,Staffing,32364.55,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-02-02,Equipment,45803.49,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-02-03,Equipment,11610.71,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2026-02-04,Supplies,30484.0,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-02-05,Staffing,19988.36,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-02-06,Equipment,45753.96,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-02-07,Supplies,42351.35,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-02-08,Equipment,3301.9,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2026-02-09,Equipment,12533.55,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2026-02-10,Equipment,33376.33,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2026-02-11,Supplies,46533.04,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2026-02-12,Supplies,34670.47,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-10-01,Staffing,24983.08,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-02,Supplies,40594.05,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,High
2024-10-03,Supplies,37397.11,Ventilators,T003,RSUD Bhakti Dharma Husada,C,High
2024-10-04,Supplies,23722.16,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-05,Equipment,33761.66,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-06,Equipment,9940.75,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-07,Supplies,34042.67,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-08,Staffing,41507.97,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,High
2024-10-09,Supplies,10043.54,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-10,Staffing,34335.66,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-11,Staffing,11242.02,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-12,Equipment,8972.61,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-13,Staffing,5806.55,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-14,Staffing,19020.7,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-15,Staffing,23727.1,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-16,Equipment,12991.17,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-17,Staffing,14233.5,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-18,Supplies,6213.49,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-19,Equipment,41376.27,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,High
2024-10-20,Supplies,29628.76,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-21,Equipment,4231.01,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-22,Equipment,29288.96,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-23,Staffing,27750.34,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-24,Equipment,36803.27,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,High
2024-10-25,Supplies,30275.48,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-26,Staffing,1845.71,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-27,Supplies,25729.61,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-10-28,Staffing,992.14,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-29,Supplies,14160.54,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-30,Staffing,13054.92,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-10-31,Equipment,4606.35,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-01,Equipment,2733.8,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-02,Equipment,8338.78,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-03,Equipment,35374.46,Ventilators,T003,RSUD Bhakti Dharma Husada,C,High
2024-11-04,Equipment,11199.97,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-05,Staffing,9167.68,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-06,Supplies,40826.73,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,High
2024-11-07,Supplies,5646.72,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-08,Equipment,13203.59,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-09,Equipment,34741.58,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-10,Equipment,27225.91,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-11,Supplies,3750.34,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-12,Equipment,39626.33,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,High
2024-11-13,Supplies,12433.89,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-14,Staffing,17090.22,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-15,Supplies,24833.49,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-16,Equipment,25007.41,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-17,Staffing,11851.22,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-18,Supplies,32984.29,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-19,Equipment,14911.69,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-20,Equipment,32024.99,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-21,Supplies,7039.62,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-22,Supplies,18292.38,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-23,Equipment,1902.2,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-24,Staffing,16264.67,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-25,Staffing,1582.89,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-26,Equipment,33901.7,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-27,Staffing,12054.07,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-11-28,Equipment,33387.3,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-29,Staffing,34027.22,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-11-30,Supplies,4246.29,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-01,Staffing,22407.05,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-02,Equipment,5586.28,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-03,Equipment,41568.27,Ventilators,T003,RSUD Bhakti Dharma Husada,C,High
2024-12-04,Supplies,31508.3,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-05,Supplies,5869.75,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-06,Supplies,22049.68,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-07,Supplies,42143.99,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,High
2024-12-08,Staffing,34778.71,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-09,Supplies,31210.51,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-10,Supplies,37380.69,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,High
2024-12-11,Supplies,40860.23,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,High
2024-12-12,Supplies,27744.88,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-13,Equipment,21534.77,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-14,Staffing,13023.56,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-15,Supplies,10125.09,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-16,Equipment,10093.81,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-17,Staffing,19533.3,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-18,Staffing,18845.85,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-19,Supplies,38312.25,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,High
2024-12-20,Supplies,27714.84,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-21,Staffing,3072.39,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-22,Equipment,3144.37,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-23,Supplies,27176.18,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-24,Supplies,2847.66,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-25,Staffing,38987.76,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,High
2024-12-26,Supplies,4427.77,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-27,Equipment,3218.33,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-28,Supplies,31186.19,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-29,Staffing,20492.86,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2024-12-30,Supplies,8677.94,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2024-12-31,Staffing,15456.13,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-01,Supplies,25574.54,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-02,Supplies,3247.44,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2025-01-03,Equipment,34014.51,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-04,Staffing,1546.25,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2025-01-05,Staffing,19202.11,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-06,Supplies,27823.19,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-07,Supplies,37484.73,Ventilators,T003,RSUD Bhakti Dharma Husada,C,High
2025-01-08,Supplies,18446.99,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-09,Staffing,18387.74,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-10,Supplies,18137.53,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-11,Supplies,40434.13,Ventilators,T003,RSUD Bhakti Dharma Husada,C,High
2025-01-12,Equipment,25525.7,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-13,Staffing,12985.19,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2025-01-14,Supplies,16616.0,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-15,Staffing,15518.7,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-16,Supplies,8711.43,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2025-01-17,Staffing,22213.38,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-18,Staffing,23075.85,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-19,Supplies,5863.81,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2025-01-20,Staffing,16616.01,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-21,Staffing,25682.0,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-22,Equipment,18651.34,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-23,Staffing,35236.14,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,High
2025-01-24,Equipment,41805.85,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,High
2025-01-25,Supplies,11084.37,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2025-01-26,Supplies,10036.87,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2025-01-27,Supplies,12964.53,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2025-01-28,Staffing,36859.78,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,High
2025-01-29,Staffing,39956.51,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,High
2025-01-30,Staffing,18962.68,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-01-31,Supplies,35991.48,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,High
2025-02-01,Equipment,14865.23,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2025-02-02,Equipment,37792.35,Ventilators,T003,RSUD Bhakti Dharma Husada,C,High
2025-02-03,Equipment,13416.74,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2025-02-04,Supplies,15107.93,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-02-05,Equipment,36534.17,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,High
2025-02-06,Equipment,17914.0,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-02-07,Equipment,33477.58,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-02-08,Supplies,40634.06,Ventilators,T003,RSUD Bhakti Dharma Husada,C,High
2025-02-09,Staffing,2846.85,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
2025-02-10,Equipment,29208.55,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-02-11,Equipment,10359.56,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2025-02-12,Staffing,5254.61,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Low
2025-02-13,Staffing,15081.97,Surgical masks,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-02-14,Supplies,18512.65,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Medium
2025-02-15,Staffing,11265.41,Ventilators,T003,RSUD Bhakti Dharma Husada,C,Low
2025-02-16,Supplies,14628.76,Surgeons' salaries,T003,RSUD Bhakti Dharma Husada,C,Low
