Date,Item_ID,Item_Type,Item_Name,Current_Stock,Min_Required,Max_Capacity,Unit_Cost,Avg_Usage_Per_Day,Restock_Lead_Time,Vendor_ID,Needs_Reorder,Days_Until_Stockout,Inventory_Value,Stock_Status,tenant_id,nama_rs,kelas_rs
2025-02-22,108,Consumable,Surgical Mask,670,642,3717,11731.33,120,5,V002,False,5.583333333333333,7859991.1,Safe,T004,RSUD Eka Candrarini,C
2025-02-23,102,Consumable,Ventilator,99,62,5790,13675.82,129,27,V002,False,0.7674418604651163,1353906.18,Warning,T004,RSUD Eka Candrarini,C
2025-02-24,108,Consumable,Gloves,1324,465,3872,4455.81,32,18,V001,False,41.375,5899492.44,Safe,T004,RSUD Eka Candrarini,C
2025-02-25,104,Equipment,Surgical Mask,3310,679,3798,11237.37,348,16,V001,False,9.511494252873563,37195694.7,Warning,T004,RSUD Eka Candrarini,C
2025-02-26,103,Equipment,IV Drip,1048,911,2239,18407.82,214,22,V003,False,4.897196261682243,19291395.36,Warning,T004,RSUD Eka Candrarini,C
2025-02-27,100,Equipment,IV Drip,2078,280,3403,4687.32,287,8,V001,False,7.2404181184668985,9740250.959999999,Warning,T004,RSUD Eka Candrarini,C
2025-02-28,104,Equipment,Gloves,803,636,5434,2216.52,137,9,V002,False,5.861313868613139,1779865.56,Warning,T004,RSUD Eka Candrarini,C
2025-03-01,103,Consumable,Gloves,1351,760,4130,5585.01,232,19,V003,False,5.823275862068965,7545348.510000001,Warning,T004,RSUD Eka Candrarini,C
2025-03-02,106,Consumable,Ventilator,3000,985,543,11055.04,89,21,V003,False,33.70786516853933,33165120.000000004,Safe,T004,RSUD Eka Candrarini,C
2025-03-03,109,Consumable,X-ray Machine,1989,829,1077,9049.9,128,26,V001,False,15.5390625,18000251.099999998,Warning,T004,RSUD Eka Candrarini,C
2025-03-04,108,Consumable,IV Drip,909,42,3522,8807.99,187,8,V001,False,4.86096256684492,8006462.91,Warning,T004,RSUD Eka Candrarini,C
2025-03-05,100,Consumable,Surgical Mask,2764,417,4953,13084.14,312,3,V003,False,8.85897435897436,36164562.96,Safe,T004,RSUD Eka Candrarini,C
2025-03-06,108,Consumable,Ventilator,3405,771,2669,18329.75,65,9,V003,False,52.38461538461539,62412798.75,Safe,T004,RSUD Eka Candrarini,C
2025-03-07,105,Equipment,Gloves,2554,869,5795,3717.66,44,19,V003,False,58.04545454545455,9494903.639999999,Safe,T004,RSUD Eka Candrarini,C
2025-03-08,109,Equipment,Surgical Mask,755,784,3744,6971.8,374,18,V001,True,2.018716577540107,5263709.0,Critical,T004,RSUD Eka Candrarini,C
2025-03-09,100,Consumable,X-ray Machine,1236,723,3325,7703.61,18,9,V002,False,68.66666666666667,9521661.959999999,Safe,T004,RSUD Eka Candrarini,C
2025-03-10,109,Equipment,Gloves,2773,130,1015,3067.83,94,8,V003,False,29.5,8507092.59,Safe,T004,RSUD Eka Candrarini,C
2025-03-11,106,Consumable,X-ray Machine,1698,75,1917,17810.15,244,2,V001,False,6.959016393442623,30241634.700000003,Safe,T004,RSUD Eka Candrarini,C
2025-03-12,105,Consumable,X-ray Machine,2368,85,4719,18648.9,49,4,V003,False,48.326530612244895,44160595.2,Safe,T004,RSUD Eka Candrarini,C
2025-03-13,103,Equipment,IV Drip,421,865,3055,19984.16,302,27,V001,True,1.3940397350993377,8413331.36,Critical,T004,RSUD Eka Candrarini,C
2025-03-14,101,Consumable,IV Drip,270,518,5654,4744.54,149,22,V001,True,1.8120805369127517,1281025.8,Critical,T004,RSUD Eka Candrarini,C
2025-03-15,108,Equipment,X-ray Machine,2778,720,4050,1435.5,52,16,V001,False,53.42307692307692,3987819.0,Safe,T004,RSUD Eka Candrarini,C
2025-03-16,100,Consumable,IV Drip,2752,818,5914,2967.9,153,25,V001,False,17.986928104575163,8167660.8,Warning,T004,RSUD Eka Candrarini,C
2025-03-17,104,Consumable,Gloves,498,710,2754,16417.4,361,18,V003,True,1.3795013850415512,8175865.200000001,Critical,T004,RSUD Eka Candrarini,C
2025-03-18,109,Consumable,X-ray Machine,904,46,3410,18593.6,157,20,V002,False,5.75796178343949,16808614.4,Warning,T004,RSUD Eka Candrarini,C
2025-03-19,106,Consumable,X-ray Machine,593,918,4006,7118.28,290,26,V003,True,2.0448275862068965,4221140.04,Critical,T004,RSUD Eka Candrarini,C
2025-03-20,105,Equipment,Ventilator,1296,941,641,19249.94,152,2,V003,False,8.526315789473685,24947922.24,Safe,T004,RSUD Eka Candrarini,C
2025-03-21,107,Consumable,Ventilator,2462,72,1355,15939.13,318,11,V002,False,7.7421383647798745,39242138.059999995,Warning,T004,RSUD Eka Candrarini,C
2025-03-22,108,Consumable,Ventilator,2094,463,1305,7070.18,125,19,V001,False,16.752,14804956.92,Warning,T004,RSUD Eka Candrarini,C
2025-03-23,108,Equipment,Ventilator,2078,840,4433,17019.13,329,8,V002,False,6.316109422492401,35365752.14,Warning,T004,RSUD Eka Candrarini,C
2025-03-24,109,Equipment,Surgical Mask,2691,452,4321,12820.29,190,12,V003,False,14.163157894736843,34499400.39,Safe,T004,RSUD Eka Candrarini,C
2025-03-25,102,Consumable,Ventilator,214,598,3918,8929.95,78,6,V001,True,2.7435897435897436,1911009.3,Critical,T004,RSUD Eka Candrarini,C
2025-03-26,108,Consumable,Gloves,969,540,582,9038.79,186,27,V003,False,5.209677419354839,8758587.510000002,Warning,T004,RSUD Eka Candrarini,C
2025-03-27,106,Equipment,Surgical Mask,1117,394,4554,19242.41,97,9,V001,False,11.515463917525773,21493771.97,Safe,T004,RSUD Eka Candrarini,C
2025-03-28,106,Consumable,Gloves,1209,11,5114,5860.81,200,6,V003,False,6.045,7085719.29,Safe,T004,RSUD Eka Candrarini,C
2025-03-29,109,Equipment,Ventilator,2941,734,2110,13394.06,57,20,V001,False,51.59649122807018,39391930.46,Safe,T004,RSUD Eka Candrarini,C
2025-03-30,101,Consumable,X-ray Machine,320,727,3061,16084.3,322,3,V003,True,0.9937888198757764,5146976.0,Critical,T004,RSUD Eka Candrarini,C
2025-03-31,106,Equipment,Surgical Mask,1002,612,4029,7707.98,40,22,V001,False,25.05,7723395.96,Safe,T004,RSUD Eka Candrarini,C
2025-04-01,108,Consumable,X-ray Machine,1163,122,4772,9286.07,158,5,V002,False,7.360759493670886,10799699.41,Safe,T004,RSUD Eka Candrarini,C
2025-04-02,108,Equipment,Gloves,1371,117,754,12845.61,268,25,V003,False,5.115671641791045,17611331.310000002,Warning,T004,RSUD Eka Candrarini,C
2025-04-03,103,Equipment,Gloves,3009,159,5767,11755.83,272,2,V002,False,11.0625,35373292.47,Safe,T004,RSUD Eka Candrarini,C
2025-04-04,102,Equipment,Surgical Mask,2421,600,3381,14664.65,132,1,V001,False,18.34090909090909,35503117.65,Safe,T004,RSUD Eka Candrarini,C
2025-04-05,103,Consumable,Gloves,2288,279,2535,17113.0,148,25,V001,False,15.45945945945946,39154544.0,Warning,T004,RSUD Eka Candrarini,C
2025-04-06,106,Equipment,Surgical Mask,2946,77,2264,10835.1,368,14,V002,False,8.005434782608695,31920204.6,Warning,T004,RSUD Eka Candrarini,C
2025-04-07,103,Consumable,Gloves,1130,883,1431,19188.41,37,16,V001,False,30.54054054054054,21682903.3,Safe,T004,RSUD Eka Candrarini,C
2025-04-08,106,Equipment,X-ray Machine,2130,411,2813,5623.07,317,25,V001,False,6.719242902208202,11977139.1,Warning,T004,RSUD Eka Candrarini,C
2025-04-09,105,Equipment,IV Drip,3250,271,5341,1335.6,28,5,V001,False,116.07142857142857,4340700.0,Safe,T004,RSUD Eka Candrarini,C
2025-04-10,107,Consumable,Ventilator,1722,36,513,7687.38,292,1,V002,False,5.897260273972603,13237668.36,Safe,T004,RSUD Eka Candrarini,C
2025-04-11,100,Consumable,Ventilator,2974,713,5033,19281.88,189,5,V003,False,15.735449735449736,57344311.120000005,Safe,T004,RSUD Eka Candrarini,C
2025-04-12,108,Consumable,IV Drip,2372,421,5580,15278.79,374,29,V003,False,6.342245989304812,36241289.88,Warning,T004,RSUD Eka Candrarini,C
2025-04-13,104,Equipment,IV Drip,253,759,1278,3938.24,153,19,V003,True,1.65359477124183,996374.72,Critical,T004,RSUD Eka Candrarini,C
2025-04-14,106,Equipment,Surgical Mask,953,947,4717,19594.12,30,24,V001,False,31.766666666666666,18673196.36,Safe,T004,RSUD Eka Candrarini,C
2025-04-15,105,Consumable,Gloves,296,535,1823,14048.5,166,21,V001,True,1.783132530120482,4158356.0,Critical,T004,RSUD Eka Candrarini,C
2025-04-16,108,Consumable,X-ray Machine,618,823,4185,15984.82,177,5,V002,True,3.4915254237288136,9878618.76,Critical,T004,RSUD Eka Candrarini,C
2025-04-17,102,Consumable,Ventilator,1486,442,4764,1077.86,143,6,V002,False,10.391608391608392,1601699.96,Safe,T004,RSUD Eka Candrarini,C
2025-04-18,103,Consumable,IV Drip,2866,578,1768,14453.29,130,15,V002,False,22.046153846153846,41423129.14,Safe,T004,RSUD Eka Candrarini,C
2025-04-19,109,Consumable,IV Drip,2113,68,5379,9672.78,345,23,V002,False,6.12463768115942,20438584.14,Warning,T004,RSUD Eka Candrarini,C
2025-04-20,107,Consumable,IV Drip,3005,27,1538,15898.63,224,16,V001,False,13.415178571428571,47775383.15,Warning,T004,RSUD Eka Candrarini,C
2025-04-21,105,Equipment,Gloves,699,224,3017,14321.3,121,20,V002,False,5.776859504132231,10010588.7,Warning,T004,RSUD Eka Candrarini,C
2025-04-22,103,Consumable,X-ray Machine,1788,873,500,3528.79,290,13,V002,False,6.165517241379311,6309476.52,Warning,T004,RSUD Eka Candrarini,C
2025-04-23,104,Consumable,IV Drip,2934,995,5911,18374.44,178,8,V002,False,16.48314606741573,53910606.95999999,Safe,T004,RSUD Eka Candrarini,C
2025-04-24,105,Consumable,X-ray Machine,2927,230,3970,11554.34,132,1,V003,False,22.174242424242426,33819553.18,Safe,T004,RSUD Eka Candrarini,C
2025-04-25,103,Consumable,Ventilator,1615,215,2298,7714.83,122,26,V001,False,13.237704918032787,12459450.45,Warning,T004,RSUD Eka Candrarini,C
2025-04-26,103,Equipment,Surgical Mask,858,401,1100,4554.51,224,21,V002,False,3.830357142857143,3907769.58,Warning,T004,RSUD Eka Candrarini,C
2025-04-27,107,Consumable,Surgical Mask,1511,292,4074,15670.89,224,21,V001,False,6.745535714285714,23678714.79,Warning,T004,RSUD Eka Candrarini,C
2025-04-28,109,Consumable,Ventilator,878,283,5623,19414.06,274,27,V002,False,3.204379562043796,17045544.68,Warning,T004,RSUD Eka Candrarini,C
2025-04-29,109,Consumable,Surgical Mask,3269,718,1848,14710.54,152,6,V003,False,21.50657894736842,48088755.260000005,Safe,T004,RSUD Eka Candrarini,C
2025-04-30,109,Equipment,IV Drip,3256,565,1625,12197.47,320,11,V003,False,10.175,39714962.32,Warning,T004,RSUD Eka Candrarini,C
2025-05-01,107,Equipment,Gloves,1546,441,2447,19006.75,190,25,V001,False,8.136842105263158,29384435.5,Warning,T004,RSUD Eka Candrarini,C
2025-05-02,103,Consumable,Surgical Mask,510,744,5222,14231.58,175,12,V002,True,2.914285714285714,7258105.8,Critical,T004,RSUD Eka Candrarini,C
2025-05-03,102,Equipment,Ventilator,916,135,2525,9129.72,35,22,V003,False,26.17142857142857,8362823.52,Safe,T004,RSUD Eka Candrarini,C
2025-05-04,103,Consumable,Gloves,1366,358,925,6433.42,366,29,V002,False,3.73224043715847,8788051.72,Warning,T004,RSUD Eka Candrarini,C
2025-05-05,109,Consumable,Ventilator,2126,515,5377,3774.51,348,7,V002,False,6.109195402298851,8024608.260000001,Warning,T004,RSUD Eka Candrarini,C
2025-05-06,107,Consumable,IV Drip,451,850,1637,17473.68,82,2,V003,True,5.5,7880629.68,Critical,T004,RSUD Eka Candrarini,C
2025-05-07,107,Equipment,Ventilator,1075,708,2949,14457.92,164,21,V003,False,6.554878048780488,15542264.0,Warning,T004,RSUD Eka Candrarini,C
2025-05-08,105,Consumable,IV Drip,106,805,862,19561.59,80,14,V003,True,1.325,2073528.54,Critical,T004,RSUD Eka Candrarini,C
2025-05-09,101,Consumable,Surgical Mask,1732,16,1470,1504.53,31,16,V001,False,55.87096774193548,2605845.96,Safe,T004,RSUD Eka Candrarini,C
2025-05-10,102,Consumable,Gloves,3031,913,4919,6294.82,82,16,V001,False,36.96341463414634,19079599.419999998,Safe,T004,RSUD Eka Candrarini,C
2025-05-11,102,Equipment,X-ray Machine,1492,703,5903,8129.55,277,12,V001,False,5.386281588447654,12129288.6,Warning,T004,RSUD Eka Candrarini,C
2025-05-12,108,Equipment,Gloves,725,897,4528,19250.87,253,22,V001,True,2.8656126482213438,13956880.75,Critical,T004,RSUD Eka Candrarini,C
2025-05-13,101,Equipment,X-ray Machine,401,514,5251,11815.94,321,4,V003,True,1.249221183800623,4738191.94,Critical,T004,RSUD Eka Candrarini,C
2025-05-14,105,Consumable,Surgical Mask,1903,36,1246,13601.84,262,10,V003,False,7.263358778625954,25884301.52,Warning,T004,RSUD Eka Candrarini,C
2025-05-15,108,Consumable,Ventilator,2283,645,4262,5417.61,337,23,V003,False,6.774480712166172,12368403.629999999,Warning,T004,RSUD Eka Candrarini,C
2025-05-16,104,Equipment,IV Drip,1721,725,840,5150.14,48,25,V002,False,35.854166666666664,8863390.940000001,Safe,T004,RSUD Eka Candrarini,C
2025-05-17,100,Consumable,IV Drip,2811,815,1064,6855.76,34,24,V003,False,82.67647058823529,19271541.36,Safe,T004,RSUD Eka Candrarini,C
2025-05-18,102,Equipment,IV Drip,2309,103,2445,1680.4,286,5,V003,False,8.073426573426573,3880043.6,Safe,T004,RSUD Eka Candrarini,C
2025-05-19,105,Equipment,Surgical Mask,2866,443,4768,18790.34,98,29,V003,False,29.244897959183675,53853114.44,Safe,T004,RSUD Eka Candrarini,C
2025-05-20,105,Consumable,Surgical Mask,2864,542,4677,8103.52,17,27,V003,False,168.47058823529412,23208481.28,Safe,T004,RSUD Eka Candrarini,C
2025-05-21,100,Consumable,X-ray Machine,3312,487,1145,4010.43,286,24,V003,False,11.58041958041958,13282544.16,Warning,T004,RSUD Eka Candrarini,C
2025-05-22,108,Consumable,Gloves,2283,897,1211,6876.61,307,25,V001,False,7.436482084690554,15699300.629999999,Warning,T004,RSUD Eka Candrarini,C
2025-05-23,101,Consumable,Gloves,3402,450,4851,3916.18,322,18,V001,False,10.565217391304348,13322844.36,Warning,T004,RSUD Eka Candrarini,C
2025-05-24,101,Consumable,Ventilator,2507,967,3921,5117.16,255,21,V003,False,9.831372549019608,12828720.12,Warning,T004,RSUD Eka Candrarini,C
2025-05-25,100,Consumable,X-ray Machine,1996,449,606,15152.04,167,6,V002,False,11.952095808383234,30243471.840000004,Safe,T004,RSUD Eka Candrarini,C
2025-05-26,103,Consumable,Surgical Mask,1726,742,1254,4760.82,346,22,V002,False,4.988439306358382,8217175.319999999,Warning,T004,RSUD Eka Candrarini,C
2025-05-27,108,Consumable,Surgical Mask,1117,161,2127,13977.02,294,15,V002,False,3.7993197278911564,15612331.34,Warning,T004,RSUD Eka Candrarini,C
2025-05-28,108,Equipment,IV Drip,574,707,5780,11867.51,159,20,V002,True,3.610062893081761,6811950.74,Critical,T004,RSUD Eka Candrarini,C
2025-05-29,104,Consumable,X-ray Machine,1016,659,1437,2902.09,171,9,V003,False,5.941520467836257,2948523.44,Warning,T004,RSUD Eka Candrarini,C
2025-05-30,104,Equipment,X-ray Machine,88,650,3782,15274.29,232,4,V002,True,0.3793103448275862,1344137.52,Critical,T004,RSUD Eka Candrarini,C
2025-05-31,100,Consumable,Surgical Mask,1411,624,5009,17057.52,239,6,V001,False,5.903765690376569,24068160.72,Warning,T004,RSUD Eka Candrarini,C
2025-06-01,109,Equipment,X-ray Machine,2221,413,4582,19119.77,310,4,V002,False,7.164516129032258,42465009.17,Safe,T004,RSUD Eka Candrarini,C
2025-06-02,103,Consumable,IV Drip,2841,465,5984,19180.01,160,21,V002,False,17.75625,54490408.41,Warning,T004,RSUD Eka Candrarini,C
2025-06-03,107,Consumable,IV Drip,2898,60,3197,14127.56,7,7,V002,False,414.0,40941668.879999995,Safe,T004,RSUD Eka Candrarini,C
2025-06-04,103,Consumable,Surgical Mask,2636,560,4650,5827.25,344,2,V002,False,7.662790697674419,15360631.0,Safe,T004,RSUD Eka Candrarini,C
2025-06-05,102,Equipment,Surgical Mask,1659,973,3452,758.71,224,26,V001,False,7.40625,1258699.8900000001,Warning,T004,RSUD Eka Candrarini,C
2025-06-06,101,Consumable,X-ray Machine,2750,774,2709,7804.91,314,10,V002,False,8.757961783439491,21463502.5,Warning,T004,RSUD Eka Candrarini,C
2025-06-07,101,Equipment,X-ray Machine,3084,424,1029,14662.67,131,13,V001,False,23.541984732824428,45219674.28,Safe,T004,RSUD Eka Candrarini,C
2025-06-08,102,Equipment,Gloves,676,559,5093,18812.8,334,24,V002,False,2.0239520958083834,12717452.799999999,Warning,T004,RSUD Eka Candrarini,C
2025-06-09,101,Consumable,X-ray Machine,3317,962,2979,2271.25,153,23,V001,False,21.679738562091504,7533736.25,Warning,T004,RSUD Eka Candrarini,C
2025-06-10,104,Consumable,X-ray Machine,2286,904,4100,10845.07,190,6,V003,False,12.031578947368422,24791830.02,Safe,T004,RSUD Eka Candrarini,C
2025-06-11,102,Consumable,Ventilator,1736,655,3634,9495.74,151,3,V001,False,11.496688741721854,16484604.639999999,Safe,T004,RSUD Eka Candrarini,C
2025-06-12,105,Equipment,Surgical Mask,500,69,5435,915.04,88,26,V001,False,5.681818181818182,457520.0,Warning,T004,RSUD Eka Candrarini,C
2025-06-13,105,Consumable,X-ray Machine,939,986,4594,13013.72,234,28,V002,True,4.012820512820513,12219883.08,Critical,T004,RSUD Eka Candrarini,C
2025-06-14,105,Equipment,Ventilator,140,484,1610,17451.66,352,15,V001,True,0.3977272727272727,2443232.4,Critical,T004,RSUD Eka Candrarini,C
2025-06-15,102,Equipment,X-ray Machine,2586,455,3055,9237.32,184,20,V001,False,14.054347826086957,23887709.52,Warning,T004,RSUD Eka Candrarini,C
2025-06-16,105,Equipment,Surgical Mask,905,809,1789,10465.55,52,6,V001,False,17.403846153846153,9471322.75,Safe,T004,RSUD Eka Candrarini,C
2025-06-17,107,Consumable,Gloves,3352,976,4514,3556.21,228,27,V002,False,14.701754385964913,11920415.92,Warning,T004,RSUD Eka Candrarini,C
2025-06-18,107,Equipment,IV Drip,1147,355,5248,2422.81,6,25,V003,False,191.16666666666666,2778963.07,Safe,T004,RSUD Eka Candrarini,C
2025-06-19,106,Consumable,Surgical Mask,1709,213,5708,12277.15,187,29,V003,False,9.13903743315508,20981649.349999998,Warning,T004,RSUD Eka Candrarini,C
2025-06-20,101,Consumable,Surgical Mask,2110,667,1897,14328.34,235,29,V002,False,8.97872340425532,30232797.4,Warning,T004,RSUD Eka Candrarini,C
2025-06-21,106,Consumable,Ventilator,1759,41,2954,5750.42,64,4,V003,False,27.484375,10114988.78,Safe,T004,RSUD Eka Candrarini,C
2025-06-22,107,Consumable,Ventilator,564,681,3105,9989.26,65,16,V002,True,8.676923076923076,5633942.64,Critical,T004,RSUD Eka Candrarini,C
2025-06-23,102,Consumable,Ventilator,2649,94,2325,19161.21,245,2,V002,False,10.812244897959184,50758045.29,Safe,T004,RSUD Eka Candrarini,C
2025-06-24,103,Equipment,Gloves,2631,100,1202,666.95,15,26,V001,False,175.4,1754745.4500000002,Safe,T004,RSUD Eka Candrarini,C
2025-06-25,101,Consumable,Ventilator,960,49,3385,4716.65,129,23,V002,False,7.441860465116279,4527984.0,Warning,T004,RSUD Eka Candrarini,C
2025-06-26,109,Consumable,Surgical Mask,1983,767,5233,2061.51,245,11,V003,False,8.093877551020409,4087974.3300000005,Warning,T004,RSUD Eka Candrarini,C
2025-06-27,105,Consumable,Ventilator,252,188,5696,16439.94,265,8,V002,False,0.9509433962264151,4142864.88,Warning,T004,RSUD Eka Candrarini,C
2025-06-28,109,Equipment,X-ray Machine,1884,596,1181,19844.87,268,9,V001,False,7.029850746268656,37387735.08,Warning,T004,RSUD Eka Candrarini,C
2025-06-29,109,Equipment,X-ray Machine,2739,304,2944,3195.0,257,18,V001,False,10.657587548638132,8751105.0,Warning,T004,RSUD Eka Candrarini,C
2025-06-30,102,Consumable,IV Drip,246,590,4281,15038.14,272,26,V003,True,0.9044117647058824,3699382.44,Critical,T004,RSUD Eka Candrarini,C
2025-07-01,100,Equipment,X-ray Machine,1415,389,2269,5747.94,208,8,V003,False,6.802884615384615,8133335.1,Warning,T004,RSUD Eka Candrarini,C
2025-07-02,109,Consumable,IV Drip,972,561,3237,6575.23,184,20,V003,False,5.282608695652174,6391123.56,Warning,T004,RSUD Eka Candrarini,C
2025-07-03,101,Equipment,X-ray Machine,1410,137,4405,18597.0,105,8,V001,False,13.428571428571429,26221770.0,Safe,T004,RSUD Eka Candrarini,C
2025-07-04,109,Consumable,Gloves,860,217,2942,14250.61,129,10,V002,False,6.666666666666667,12255524.6,Warning,T004,RSUD Eka Candrarini,C
2025-07-05,100,Equipment,IV Drip,2628,23,4794,16241.58,51,21,V002,False,51.529411764705884,42682872.24,Safe,T004,RSUD Eka Candrarini,C
2025-07-06,106,Equipment,X-ray Machine,1909,173,2655,9095.5,169,2,V001,False,11.29585798816568,17363309.5,Safe,T004,RSUD Eka Candrarini,C
2025-07-07,100,Consumable,IV Drip,3345,496,5318,6545.59,310,18,V002,False,10.790322580645162,21894998.55,Warning,T004,RSUD Eka Candrarini,C
2025-07-08,104,Equipment,IV Drip,326,901,5223,2766.57,304,25,V002,True,1.0723684210526316,901901.8200000001,Critical,T004,RSUD Eka Candrarini,C
2025-07-09,108,Consumable,X-ray Machine,1310,405,5050,12507.75,158,29,V002,False,8.291139240506329,16385152.5,Warning,T004,RSUD Eka Candrarini,C
2025-07-10,104,Equipment,Surgical Mask,2414,369,3482,13596.86,244,11,V001,False,9.89344262295082,32822820.040000003,Warning,T004,RSUD Eka Candrarini,C
2025-07-11,103,Consumable,Ventilator,2969,341,5310,18607.98,180,13,V002,False,16.494444444444444,55247092.62,Safe,T004,RSUD Eka Candrarini,C
2025-07-12,103,Consumable,IV Drip,1242,832,4339,2503.52,357,16,V003,False,3.4789915966386555,3109371.84,Warning,T004,RSUD Eka Candrarini,C
2025-07-13,108,Equipment,IV Drip,394,430,4955,14741.34,194,3,V001,True,2.0309278350515463,5808087.96,Critical,T004,RSUD Eka Candrarini,C
2025-07-14,108,Consumable,IV Drip,2537,92,2332,10931.03,122,1,V001,False,20.795081967213115,27732023.110000003,Safe,T004,RSUD Eka Candrarini,C
2025-07-15,107,Consumable,Ventilator,1724,213,540,9146.87,319,25,V002,False,5.4043887147335425,15769203.88,Warning,T004,RSUD Eka Candrarini,C
2025-07-16,100,Consumable,IV Drip,2268,701,4690,15058.49,273,22,V003,False,8.307692307692308,34152655.32,Warning,T004,RSUD Eka Candrarini,C
2025-07-17,103,Equipment,IV Drip,1800,172,4591,12145.71,78,6,V001,False,23.076923076923077,21862278.0,Safe,T004,RSUD Eka Candrarini,C
2025-07-18,108,Consumable,X-ray Machine,762,964,2646,2055.54,188,20,V002,True,4.053191489361702,1566321.48,Critical,T004,RSUD Eka Candrarini,C
2025-07-19,107,Equipment,Surgical Mask,893,90,5167,8383.42,129,1,V001,False,6.922480620155039,7486394.0600000005,Safe,T004,RSUD Eka Candrarini,C
2025-07-20,107,Consumable,Gloves,2661,550,3149,19913.41,39,18,V001,False,68.23076923076923,52989584.01,Safe,T004,RSUD Eka Candrarini,C
2025-07-21,101,Consumable,Gloves,109,403,2447,15351.22,364,24,V001,True,0.29945054945054944,1673282.98,Critical,T004,RSUD Eka Candrarini,C
2025-07-22,108,Consumable,Ventilator,3081,879,1196,15251.73,263,15,V003,False,11.714828897338403,46990580.129999995,Warning,T004,RSUD Eka Candrarini,C
2025-07-23,104,Equipment,Gloves,1167,18,5550,18444.16,350,21,V003,False,3.334285714285714,21524334.72,Warning,T004,RSUD Eka Candrarini,C
2025-07-24,107,Consumable,Surgical Mask,2316,155,1811,14587.84,329,27,V003,False,7.03951367781155,33785437.44,Warning,T004,RSUD Eka Candrarini,C
2025-07-25,100,Consumable,Gloves,2194,762,3364,16959.77,348,5,V003,False,6.304597701149425,37209735.38,Safe,T004,RSUD Eka Candrarini,C
2025-07-26,104,Equipment,Surgical Mask,337,246,2674,8021.97,190,5,V003,False,1.7736842105263158,2703403.89,Warning,T004,RSUD Eka Candrarini,C
2025-07-27,109,Equipment,Surgical Mask,588,230,4983,8003.19,231,13,V003,False,2.5454545454545454,4705875.72,Warning,T004,RSUD Eka Candrarini,C
2025-07-28,100,Equipment,X-ray Machine,3163,675,4916,19140.66,322,13,V002,False,9.822981366459627,60541907.58,Warning,T004,RSUD Eka Candrarini,C
2025-07-29,106,Consumable,Gloves,1448,360,5099,15149.99,175,5,V003,False,8.274285714285714,21937185.52,Safe,T004,RSUD Eka Candrarini,C
2025-07-30,104,Equipment,IV Drip,2752,133,2203,9426.57,262,16,V003,False,10.50381679389313,25941920.64,Warning,T004,RSUD Eka Candrarini,C
2025-07-31,102,Consumable,Ventilator,2412,111,5632,9792.19,100,6,V001,False,24.12,23618762.28,Safe,T004,RSUD Eka Candrarini,C
2025-08-01,104,Equipment,IV Drip,2808,709,3400,332.31,139,23,V001,False,20.201438848920862,933126.48,Warning,T004,RSUD Eka Candrarini,C
2025-08-02,106,Equipment,Gloves,616,389,4031,4595.06,325,25,V003,False,1.8953846153846154,2830556.9600000004,Warning,T004,RSUD Eka Candrarini,C
2025-08-03,103,Equipment,Gloves,2748,69,4966,9426.31,283,14,V003,False,9.710247349823321,25903499.88,Warning,T004,RSUD Eka Candrarini,C
2025-08-04,103,Equipment,IV Drip,2781,196,5539,5876.33,368,21,V001,False,7.557065217391305,16342073.73,Warning,T004,RSUD Eka Candrarini,C
2025-08-05,107,Equipment,X-ray Machine,1589,284,4909,19636.33,304,21,V001,False,5.2269736842105265,31202128.37,Warning,T004,RSUD Eka Candrarini,C
2025-08-06,108,Consumable,Gloves,540,534,2697,2310.89,205,27,V001,False,2.6341463414634148,1247880.5999999999,Warning,T004,RSUD Eka Candrarini,C
2025-08-07,105,Consumable,X-ray Machine,1637,907,4448,10111.41,40,29,V001,False,40.925,16552378.17,Safe,T004,RSUD Eka Candrarini,C
2025-08-08,100,Equipment,Ventilator,174,293,1024,198.75,352,8,V001,True,0.4943181818181818,34582.5,Critical,T004,RSUD Eka Candrarini,C
2025-08-09,108,Consumable,Gloves,218,532,1157,5450.73,146,15,V001,True,1.4931506849315068,1188259.14,Critical,T004,RSUD Eka Candrarini,C
2025-08-10,105,Equipment,IV Drip,2488,973,2147,4489.01,304,24,V001,False,8.18421052631579,11168656.88,Warning,T004,RSUD Eka Candrarini,C
2025-08-11,104,Consumable,X-ray Machine,2956,967,2997,12101.98,370,21,V002,False,7.989189189189189,35773452.879999995,Warning,T004,RSUD Eka Candrarini,C
2025-08-12,107,Consumable,Ventilator,1744,794,1817,17744.44,331,6,V003,False,5.268882175226586,30946303.36,Warning,T004,RSUD Eka Candrarini,C
2025-08-13,104,Equipment,Surgical Mask,363,293,1291,11329.09,307,8,V003,False,1.1824104234527688,4112459.67,Warning,T004,RSUD Eka Candrarini,C
2025-08-14,101,Equipment,Ventilator,1336,646,5505,12882.23,225,5,V001,False,5.937777777777778,17210659.28,Safe,T004,RSUD Eka Candrarini,C
2025-08-15,103,Consumable,X-ray Machine,867,784,636,5598.83,256,16,V003,False,3.38671875,4854185.61,Warning,T004,RSUD Eka Candrarini,C
2025-08-16,103,Consumable,Gloves,234,522,2758,6177.68,178,10,V001,True,1.3146067415730338,1445577.12,Critical,T004,RSUD Eka Candrarini,C
